Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name	NCBI gene (formerly Entrezgene) ID
ENSDARG00000111246	8		protein_coding	BX324132.3	
ENSDARG00000116296	CHR_ALT_CTG14_1_28		protein_coding	CR626939.1	560773
ENSDARG00000080110	5		rRNA	CR854831.1	
ENSDARG00000112094	CHR_ALT_CTG14_2_1	zgc:136859	protein_coding	rell2	678542
ENSDARG00000114272	CHR_ALT_CTG15_1_16		protein_coding	BX000431.1	325296
ENSDARG00000116325	25		protein_coding	CU855758.3	
ENSDARG00000103369	18	wu:fc32g02	protein_coding	taldo1	324556
ENSDARG00000114910	7		pseudogene	FO704772.2	
ENSDARG00000112382	18		rRNA	LO018377.3	
ENSDARG00000116727	2		protein_coding	CABZ01081294.2	101883651
ENSDARG00000025468	8	bnip3l2	protein_coding	bnip3la	323563
ENSDARG00000025468	8	Nix	protein_coding	bnip3la	323563
ENSDARG00000025468	8	wu:fb52b03	protein_coding	bnip3la	323563
ENSDARG00000025468	8	wu:fc02h04	protein_coding	bnip3la	323563
ENSDARG00000115982	KN149749.1		protein_coding	CABZ01011673.1	
ENSDARG00000109355	CHR_ALT_CTG5_1_56		protein_coding	btg4	378946
ENSDARG00000098463	21	DreG	protein_coding	gig2g	100536817
ENSDARG00000112618	20		rRNA	BX511244.1	
ENSDARG00000111984	CHR_ALT_CTG10_2_4	cb331	protein_coding	cxadr	791793
ENSDARG00000111984	CHR_ALT_CTG10_2_4	fb76g12	protein_coding	cxadr	791793
ENSDARG00000111984	CHR_ALT_CTG10_2_4	wu:fb76g12	protein_coding	cxadr	791793
ENSDARG00000109526	CHR_ALT_CTG19_1_10	CTR	protein_coding	calcr	560268
ENSDARG00000109526	CHR_ALT_CTG19_1_10	si:ch211-77k19.2	protein_coding	calcr	560268
ENSDARG00000107556	9		rRNA	CU469511.1	
ENSDARG00000099172	3		protein_coding	BX000701.1	101882267
ENSDARG00000113062	CHR_ALT_CTG23_1_1		protein_coding	CR388032.1	797906
ENSDARG00000102503	KN149968.1		protein_coding	slc9a3r1b	
ENSDARG00000113748	CHR_ALT_CTG11_4_1		protein_coding	si:dkey-23f9.11	100004335
ENSDARG00000113748	CHR_ALT_CTG11_4_1		protein_coding	si:dkey-23f9.11	103909946
ENSDARG00000113748	CHR_ALT_CTG11_4_1		protein_coding	si:dkey-23f9.11	110439267
ENSDARG00000113748	CHR_ALT_CTG11_4_1		protein_coding	si:dkey-23f9.11	110439291
ENSDARG00000113748	CHR_ALT_CTG11_4_1		protein_coding	si:dkey-23f9.11	110440092
ENSDARG00000116419	CHR_ALT_CTG5_1_59		protein_coding	BX901917.1	556406
ENSDARG00000114561	4		snRNA	BX571711.13	
ENSDARG00000114158	20		protein_coding	CR385053.3	108180207
ENSDARG00000114772	4		snRNA	BX640584.13	
ENSDARG00000059581	6	zgc:158479	protein_coding	mbd5	
ENSDARG00000114118	CHR_ALT_CTG1_1_1	wu:fa17g06	protein_coding	zgc:112980	503706
ENSDARG00000114118	CHR_ALT_CTG1_1_1	wu:fi33h01	protein_coding	zgc:112980	503706
ENSDARG00000113301	4		protein_coding	LO018260.3	
ENSDARG00000036616	23	admr	protein_coding	gpr182	323641
ENSDARG00000036616	23	adrenomedullin receptor	protein_coding	gpr182	323641
ENSDARG00000036616	23	fc05g10	protein_coding	gpr182	323641
ENSDARG00000036616	23	im:7159770	protein_coding	gpr182	323641
ENSDARG00000036616	23	wu:fc05g10	protein_coding	gpr182	323641
ENSDARG00000040319	18		protein_coding	CABZ01041494.1	100000959
ENSDARG00000114719	15		protein_coding	CABZ01068246.1	
ENSDARG00000116657	4		rRNA	BX927164.2	
ENSDARG00000112083	CHR_ALT_CTG20_1_4	si:dkey-29m11.7	protein_coding	stxbp6l	100002110
ENSDARG00000112083	CHR_ALT_CTG20_1_4	si:dkey-63j12.1	protein_coding	stxbp6l	100002110
ENSDARG00000112083	CHR_ALT_CTG20_1_4	zgc:110123	protein_coding	stxbp6l	100002110
ENSDARG00000116359	4		snRNA	BX649399.18	
ENSDARG00000105136	22		protein_coding	ccdc50	566408
ENSDARG00000110623	CHR_ALT_CTG13_1_1	aspp2a	protein_coding	tp53bp2a	407983
ENSDARG00000110623	CHR_ALT_CTG13_1_1	tp53bp2	protein_coding	tp53bp2a	407983
ENSDARG00000110623	CHR_ALT_CTG13_1_1	wu:fa09h08	protein_coding	tp53bp2a	407983
ENSDARG00000110623	CHR_ALT_CTG13_1_1	wu:fb04e08	protein_coding	tp53bp2a	407983
ENSDARG00000110623	CHR_ALT_CTG13_1_1	zgc:85720	protein_coding	tp53bp2a	407983
ENSDARG00000115993	15		rRNA	CT027748.1	
ENSDARG00000117177	CHR_ALT_CTG1_2_6	zgc:162825	protein_coding	fgfbp2b	100037374
ENSDARG00000115262	5		snoRNA	CT573103.5	
ENSDARG00000110170	CHR_ALT_CTG2_1_3	si:ch211-14a17.3	protein_coding	slc7a8b	100007990
ENSDARG00000110170	CHR_ALT_CTG2_1_3	si:zc14a17.3	protein_coding	slc7a8b	100007990
ENSDARG00000110170	CHR_ALT_CTG2_1_3	slc7a8	protein_coding	slc7a8b	100007990
ENSDARG00000110170	CHR_ALT_CTG2_1_3	zmp:0000000645	protein_coding	slc7a8b	100007990
ENSDARG00000110170	CHR_ALT_CTG2_1_3	zmp:0000000781	protein_coding	slc7a8b	100007990
ENSDARG00000083623	2		miRNA	dre-mir-736	100033749
ENSDARG00000110585	CHR_ALT_CTG16_1_6		protein_coding	si:dkey-250k15.10	
ENSDARG00000100488	11		rRNA	BX548160.2	
ENSDARG00000113878	CHR_ALT_CTG18_2_9		protein_coding	CT573204.3	
ENSDARG00000116998	CHR_ALT_CTG3_1_17	si:dkey-68o6.9	protein_coding	slc25a17	100093708
ENSDARG00000116998	CHR_ALT_CTG3_1_17	zgc:162641	protein_coding	slc25a17	100093708
ENSDARG00000084639	7		rRNA	CT030144.1	
ENSDARG00000115881	CHR_ALT_CTG23_1_26	fb37h04	protein_coding	pa2g4b	323462
ENSDARG00000115881	CHR_ALT_CTG23_1_26	pa2g4l	protein_coding	pa2g4b	323462
ENSDARG00000115881	CHR_ALT_CTG23_1_26	wu:fb37h04	protein_coding	pa2g4b	323462
ENSDARG00000115881	CHR_ALT_CTG23_1_26	wu:fb99a12	protein_coding	pa2g4b	323462
ENSDARG00000115881	CHR_ALT_CTG23_1_26	zgc:65848	protein_coding	pa2g4b	323462
ENSDARG00000113311	CHR_ALT_CTG23_1_25	id:ibd2059	protein_coding	kansl2	449817
ENSDARG00000113311	CHR_ALT_CTG23_1_25	wu:fb75c02	protein_coding	kansl2	449817
ENSDARG00000113311	CHR_ALT_CTG23_1_25	zgc:103534	protein_coding	kansl2	449817
ENSDARG00000108106	2		rRNA	CABZ01067968.1	
ENSDARG00000086720	4	zgc:173603	protein_coding	znf1023	
ENSDARG00000040432	2	cb125	protein_coding	klf2b	117509
ENSDARG00000040432	2	sb:cb125	protein_coding	klf2b	117509
ENSDARG00000040432	2	zgc:91780	protein_coding	klf2b	117509
ENSDARG00000110851	CHR_ALT_CTG2_2_1	klhl24	protein_coding	klhl24a	768198
ENSDARG00000110851	CHR_ALT_CTG2_2_1	zgc:153342	protein_coding	klhl24a	768198
ENSDARG00000019530	22	hdgfrp2	protein_coding	hdgfl2	80965
ENSDARG00000019530	22	HRP2	protein_coding	hdgfl2	80965
ENSDARG00000019530	22	id:ibd2069	protein_coding	hdgfl2	80965
ENSDARG00000019530	22	wu:fa12c06	protein_coding	hdgfl2	80965
ENSDARG00000019530	22	wu:fi26d12	protein_coding	hdgfl2	80965
ENSDARG00000019530	22	zgc:66215	protein_coding	hdgfl2	80965
ENSDARG00000085957	18		rRNA	CR854977.1	
ENSDARG00000116699	CHR_ALT_CTG19_1_7	zgc:63609	protein_coding	fam91a1	393413
ENSDARG00000103412	12		rRNA	CT033800.2	
ENSDARG00000113995	CHR_ALT_CTG8_1_25	prnp	protein_coding	prnpa	494129
ENSDARG00000113995	CHR_ALT_CTG8_1_25	PrP-like	protein_coding	prnpa	494129
ENSDARG00000113995	CHR_ALT_CTG8_1_25	PrP-rel-2	protein_coding	prnpa	494129
ENSDARG00000113995	CHR_ALT_CTG8_1_25	PrP3	protein_coding	prnpa	494129
ENSDARG00000114419	CHR_ALT_CTG24_1_10	dap1a	protein_coding	dap	58093
ENSDARG00000114419	CHR_ALT_CTG24_1_10	wu:fa16h08	protein_coding	dap	58093
ENSDARG00000114419	CHR_ALT_CTG24_1_10	wu:fc06d11	protein_coding	dap	58093
ENSDARG00000116582	CHR_ALT_CTG14_1_25	zgc:91872	protein_coding	fam122b	445072
ENSDARG00000098120	25		rRNA	FO904923.1	
ENSDARG00000098233	20	zmp:0000001077	protein_coding	tiam2b	
ENSDARG00000117119	CHR_ALT_CTG6_3_6	ITPR1b1	protein_coding	itpr1a	567611
ENSDARG00000117119	CHR_ALT_CTG6_3_6	ITPR1b3	protein_coding	itpr1a	567611
ENSDARG00000110245	CHR_ALT_CTG6_1_6	wu:fc11d08	protein_coding	desmb	768287
ENSDARG00000110245	CHR_ALT_CTG6_1_6	zgc:154009	protein_coding	desmb	768287
ENSDARG00000113867	CHR_ALT_CTG6_1_3	igu	protein_coding	dzip1	402875
ENSDARG00000113867	CHR_ALT_CTG6_1_3	iguana	protein_coding	dzip1	402875
ENSDARG00000113867	CHR_ALT_CTG6_1_3	si:dz52i16.1	protein_coding	dzip1	402875
ENSDARG00000110899	6		rRNA	BX548046.4	
ENSDARG00000091416	21		rRNA	BX928756.2	
ENSDARG00000116124	CHR_ALT_CTG6_2_9	zgc:86841	protein_coding	phb2b	436954
ENSDARG00000115340	8		rRNA	BX322651.1	
ENSDARG00000102815	CHR_ALT_CTG5_1_52		protein_coding	BX322606.1	
ENSDARG00000116591	CHR_ALT_CTG14_1_27	zgc:77536	protein_coding	pdzd11	405893
ENSDARG00000081059	17		rRNA	BX571720.1	
ENSDARG00000112429	CHR_ALT_CTG22_2_7	cb45	protein_coding	pdcd4b	321061
ENSDARG00000112429	CHR_ALT_CTG22_2_7	pdcd4	protein_coding	pdcd4b	321061
ENSDARG00000112429	CHR_ALT_CTG22_2_7	sb:cb45	protein_coding	pdcd4b	321061
ENSDARG00000112429	CHR_ALT_CTG22_2_7	wu:fc84b08	protein_coding	pdcd4b	321061
ENSDARG00000111893	CHR_ALT_CTG13_1_6		protein_coding	CR854896.1	110438959
ENSDARG00000108999	19		rRNA	BX537287.1	
ENSDARG00000107445	24		rRNA	CR388050.3	
ENSDARG00000112741	CHR_ALT_CTG20_1_14	ctgf	protein_coding	ccn2a	321449
ENSDARG00000112741	CHR_ALT_CTG20_1_14	ctgfa	protein_coding	ccn2a	321449
ENSDARG00000112741	CHR_ALT_CTG20_1_14	hm:zeh1559	protein_coding	ccn2a	321449
ENSDARG00000112741	CHR_ALT_CTG20_1_14	si:dkey-266k12.4	protein_coding	ccn2a	321449
ENSDARG00000112741	CHR_ALT_CTG20_1_14	wu:fl25c03	protein_coding	ccn2a	321449
ENSDARG00000112741	CHR_ALT_CTG20_1_14	zCTGF-c20	protein_coding	ccn2a	321449
ENSDARG00000112741	CHR_ALT_CTG20_1_14	zgc:136644	protein_coding	ccn2a	321449
ENSDARG00000084290	24		rRNA	BX005057.1	
ENSDARG00000104045	21	TLR21.2	protein_coding	tlr22	403135
ENSDARG00000116114	4		snRNA	CU457794.2	
ENSDARG00000085427	19		rRNA	BX572622.1	
ENSDARG00000114663	10		rRNA	CU694950.1	
ENSDARG00000111370	CHR_ALT_CTG1_1_1	si:ch211-160d14.1	protein_coding	fscn1b	570314
ENSDARG00000109462	CHR_ALT_CTG3_2_3	zgc:66260	protein_coding	rnf25	100003846
ENSDARG00000112630	14		rRNA	CABZ01072361.1	
ENSDARG00000114713	4		snRNA	BX571813.4	
ENSDARG00000112700	CHR_ALT_CTG8_1_21		protein_coding	CR786581.5	103911535
ENSDARG00000111851	4		snRNA	BX255935.1	
ENSDARG00000053973	22	im:6910148	protein_coding	fetub	569489
ENSDARG00000113288	KN147636.1		snRNA	BX248128.5	
ENSDARG00000113641	CHR_ALT_CTG5_1_38		protein_coding	fgf5	494454
ENSDARG00000088002	4	fc23c09	protein_coding	wu:fc23c09	101882092
ENSDARG00000110858	CHR_ALT_CTG2_1_9		protein_coding	AL935192.1	
ENSDARG00000112536	4		snRNA	CR381657.4	
ENSDARG00000116062	12		protein_coding	ADAM12	101884222
ENSDARG00000061832	24	zmp:0000001117	protein_coding	sntg1	100330925
ENSDARG00000109789	CHR_ALT_CTG15_2_4	14-3-3 epsilon	protein_coding	ywhae1	322060
ENSDARG00000109789	CHR_ALT_CTG15_2_4	fe38c12	protein_coding	ywhae1	322060
ENSDARG00000109789	CHR_ALT_CTG15_2_4	wu:fb48f06	protein_coding	ywhae1	322060
ENSDARG00000109789	CHR_ALT_CTG15_2_4	wu:fe38c12	protein_coding	ywhae1	322060
ENSDARG00000109789	CHR_ALT_CTG15_2_4	wu:fi22e10	protein_coding	ywhae1	322060
ENSDARG00000109789	CHR_ALT_CTG15_2_4	ywhae	protein_coding	ywhae1	322060
ENSDARG00000109789	CHR_ALT_CTG15_2_4	zgc:55377	protein_coding	ywhae1	322060
ENSDARG00000109789	CHR_ALT_CTG15_2_4	zgc:77062	protein_coding	ywhae1	322060
ENSDARG00000116952	19		rRNA	BX950852.2	
ENSDARG00000110068	CHR_ALT_CTG6_1_13	zgc:73404	protein_coding	uqcrc1	393793
ENSDARG00000110068	CHR_ALT_CTG6_1_13	zgc:85750	protein_coding	uqcrc1	393793
ENSDARG00000083060	13		snRNA	CR376850.1	
ENSDARG00000112938	CHR_ALT_CTG5_1_19	si:rp71-10d23.3	protein_coding	stxbp1b	557717
ENSDARG00000114658	7		rRNA	BX511086.2	
ENSDARG00000115638	2		rRNA	CR786576.2	
ENSDARG00000116499	CHR_ALT_CTG8_1_15	zgc:154105	protein_coding	fancc	692127
ENSDARG00000110202	CHR_ALT_CTG7_1_36	fc08b04	protein_coding	dync1li2	573266
ENSDARG00000110202	CHR_ALT_CTG7_1_36	wu:fc08b04	protein_coding	dync1li2	573266
ENSDARG00000110202	CHR_ALT_CTG7_1_36	zgc:112480	protein_coding	dync1li2	573266
ENSDARG00000116579	4		snRNA	BX321887.14	
ENSDARG00000092197	4		protein_coding	LO018289.1	
ENSDARG00000114313	CHR_ALT_CTG4_1_4	fb24c02	protein_coding	hspa14	565232
ENSDARG00000114313	CHR_ALT_CTG4_1_4	si:dkey-153k10.2	protein_coding	hspa14	565232
ENSDARG00000114313	CHR_ALT_CTG4_1_4	wu:fb24c02	protein_coding	hspa14	565232
ENSDARG00000114645	4		protein_coding	BX942815.11	
ENSDARG00000115770	9		rRNA	CR936415.1	
ENSDARG00000116671	CHR_ALT_CTG8_2_6	zgc:64019	protein_coding	hsd17b3	393335
ENSDARG00000110822	4		snRNA	BX321887.5	
ENSDARG00000104948	KN150351.1		snRNA	CABZ01028323.5	
ENSDARG00000111599	18		rRNA	CR377223.2	
ENSDARG00000099245	KN150703.1		protein_coding	CABZ01081752.1	100330167
ENSDARG00000114131	KN147651.2		snRNA	CU457778.8	
ENSDARG00000082983	17		rRNA	BX511195.1	
ENSDARG00000116906	CHR_ALT_CTG10_2_4		protein_coding	zgc:193742	
ENSDARG00000112486	CHR_ALT_CTG22_1_28	fb64g01	protein_coding	kng1	449808
ENSDARG00000112486	CHR_ALT_CTG22_1_28	wu:fb64g01	protein_coding	kng1	449808
ENSDARG00000112486	CHR_ALT_CTG22_1_28	zgc:103569	protein_coding	kng1	449808
ENSDARG00000116839	CHR_ALT_CTG6_2_15	pb1	protein_coding	pbrm1l	445141
ENSDARG00000116839	CHR_ALT_CTG6_2_15	zgc:100857	protein_coding	pbrm1l	445141
ENSDARG00000116839	CHR_ALT_CTG6_2_15	zgc:113882	protein_coding	pbrm1l	445141
ENSDARG00000112394	11		misc_RNA	BX324177.12	
ENSDARG00000116673	25		protein_coding	CR354435.3	
ENSDARG00000079652	7		protein_coding	caap1	100329847
ENSDARG00000112534	CHR_ALT_CTG17_2_2	fc16e04	protein_coding	exo1	406778
ENSDARG00000112534	CHR_ALT_CTG17_2_2	wu:fc16e04	protein_coding	exo1	406778
ENSDARG00000112534	CHR_ALT_CTG17_2_2	zgc:55521	protein_coding	exo1	406778
ENSDARG00000114311	4		miRNA	dre-mir-430b-9	100033520
ENSDARG00000113178	CHR_ALT_CTG25_1_18	fj55b07	protein_coding	nr2e3	492496
ENSDARG00000113178	CHR_ALT_CTG25_1_18	NR2D2	protein_coding	nr2e3	492496
ENSDARG00000113178	CHR_ALT_CTG25_1_18	PNR	protein_coding	nr2e3	492496
ENSDARG00000113178	CHR_ALT_CTG25_1_18	wu:fj55b07	protein_coding	nr2e3	492496
ENSDARG00000113178	CHR_ALT_CTG25_1_18	zgc:103631	protein_coding	nr2e3	492496
ENSDARG00000117139	4		snRNA	BX914214.18	
ENSDARG00000113915	CHR_ALT_CTG20_2_3	si:dkey-7c18.20	protein_coding	taar12g	794997
ENSDARG00000110925	CHR_ALT_CTG18_1_3	si:dkey-30c15.16	protein_coding	bbs10	100034535
ENSDARG00000083622	8		miRNA	dre-mir-124-6	100033633
ENSDARG00000111565	2		rRNA	CR931819.2	
ENSDARG00000115151	CHR_ALT_CTG7_1_26	im:7148605	protein_coding	wdr76	570063
ENSDARG00000115151	CHR_ALT_CTG7_1_26	wu:fd11f08	protein_coding	wdr76	570063
ENSDARG00000116853	17		snRNA	AL929195.10	
ENSDARG00000110459	CHR_ALT_CTG5_1_49	col4a3bp	protein_coding	cert1a	796455
ENSDARG00000110459	CHR_ALT_CTG5_1_49	col4a3bpa	protein_coding	cert1a	796455
ENSDARG00000110459	CHR_ALT_CTG5_1_49	gpbp	protein_coding	cert1a	796455
ENSDARG00000110459	CHR_ALT_CTG5_1_49	gpbp&Delta;26	protein_coding	cert1a	796455
ENSDARG00000116092	CHR_ALT_CTG7_1_45	zgc:153042	protein_coding	rnf32	768120
ENSDARG00000103546	10	purb	protein_coding	purbb	393519
ENSDARG00000103546	10	zgc:65916	protein_coding	purbb	393519
ENSDARG00000101405	KN149895.1		protein_coding	CABZ01084230.1	
ENSDARG00000102777	5	zgc:175276	protein_coding	thbs4a	563429
ENSDARG00000112192	CHR_ALT_CTG22_1_24	si:ch211-257f16.2	protein_coding	cand2	555955
ENSDARG00000112192	CHR_ALT_CTG22_1_24	si:dkey-72g22.1	protein_coding	cand2	555955
ENSDARG00000112835	14		rRNA	CABZ01070359.1	
ENSDARG00000068400	8	zgc:66182	protein_coding	znf131	393477
ENSDARG00000068400	8	zgc:77600	protein_coding	znf131	393477
ENSDARG00000115198	CHR_ALT_CTG19_1_5	atxn1b	protein_coding	atxn1a	557340
ENSDARG00000115198	CHR_ALT_CTG19_1_5	si:ch211-125a6.1	protein_coding	atxn1a	557340
ENSDARG00000116357	CHR_ALT_CTG5_1_61		protein_coding	CT978957.4	
ENSDARG00000115510	4		snRNA	CR954226.4	
ENSDARG00000114617	CHR_ALT_CTG24_1_2	zgc:100786	protein_coding	zfand1	445257
ENSDARG00000115258	4		snRNA	BX649399.14	
ENSDARG00000101595	23	si:ch1073-138d10.1	protein_coding	tgm1l2	793096
ENSDARG00000101595	23	TG1-96	protein_coding	tgm1l2	793096
ENSDARG00000111456	CHR_ALT_CTG8_1_2		protein_coding	AL954371.1	
ENSDARG00000106572	4		rRNA	FO704886.1	
ENSDARG00000114135	CHR_ALT_CTG24_2_4	CCL-chr24m	protein_coding	ccl34b.1	563952
ENSDARG00000114135	CHR_ALT_CTG24_2_4	CCL34ba	protein_coding	ccl34b.1	563952
ENSDARG00000114135	CHR_ALT_CTG24_2_4	dr-chr22-CCL19-30.3%-DN	protein_coding	ccl34b.1	563952
ENSDARG00000114135	CHR_ALT_CTG24_2_4	Dr22_WGA1631_1_283786	protein_coding	ccl34b.1	563952
ENSDARG00000114135	CHR_ALT_CTG24_2_4	si:dkey-25o1.6	protein_coding	ccl34b.1	563952
ENSDARG00000115461	CHR_ALT_CTG6_1_19	abhd7	protein_coding	ephx4	100331939
ENSDARG00000111328	KN147636.1		snRNA	BX248128.3	
ENSDARG00000060983	10	smynd4	protein_coding	smyd4	767654
ENSDARG00000060983	10	zgc:153385	protein_coding	smyd4	767654
ENSDARG00000069082	21	hm:zehn2050	protein_coding	mrm3b	792923
ENSDARG00000069082	21	rnmtl1b	protein_coding	mrm3b	792923
ENSDARG00000069082	21	zehn2050	protein_coding	mrm3b	792923
ENSDARG00000116196	CHR_ALT_CTG7_1_17	AChR beta1a	protein_coding	chrnb1l	100005295
ENSDARG00000109503	CHR_ALT_CTG10_1_17		protein_coding	CR450836.2	565304
ENSDARG00000116415	20		snoRNA	CU570797.14	
ENSDARG00000109832	CHR_ALT_CTG10_1_14	zgc:101123	protein_coding	tmem230a	445502
ENSDARG00000112201	CHR_ALT_CTG9_2_10	zgc:158743	protein_coding	dcbld2	
ENSDARG00000110813	4		snRNA	BX321887.4	
ENSDARG00000115529	CHR_ALT_CTG5_1_56	si:dkey-27p23.1	protein_coding	sik2a	100126142
ENSDARG00000115529	CHR_ALT_CTG5_1_56	snf1lk2a	protein_coding	sik2a	100126142
ENSDARG00000113177	CHR_ALT_CTG8_1_20	zgc:92666	protein_coding	gapvd1	436693
ENSDARG00000114739	CHR_ALT_CTG18_2_1		protein_coding	zgc:77752	
ENSDARG00000115379	3		snRNA	CR926128.13	
ENSDARG00000103305	15		protein_coding	P2RY14	793750
ENSDARG00000110577	CHR_ALT_CTG17_2_5		protein_coding	BX649437.1	449979
ENSDARG00000099075	20		protein_coding	CABZ01032982.1	
ENSDARG00000114774	CHR_ALT_CTG6_1_26		protein_coding	AL732628.1	
ENSDARG00000111186	CHR_ALT_CTG5_1_34	hnrpl	protein_coding	hnrnpl	394074
ENSDARG00000111186	CHR_ALT_CTG5_1_34	zgc:55429	protein_coding	hnrnpl	394074
ENSDARG00000110519	CHR_ALT_CTG7_1_28	madh6	protein_coding	smad6a	
ENSDARG00000110519	CHR_ALT_CTG7_1_28	smad6	protein_coding	smad6a	
ENSDARG00000110519	CHR_ALT_CTG7_1_28	wu:fb22g05	protein_coding	smad6a	
ENSDARG00000099451	5		miRNA	dre-mir-455-1	100033792
ENSDARG00000104635	8	beta chain	protein_coding	mhc2b	368615
ENSDARG00000104635	8	MHC class II	protein_coding	mhc2b	368615
ENSDARG00000104635	8	MHCII	protein_coding	mhc2b	368615
ENSDARG00000104635	8	si:busm1-194e12.12	protein_coding	mhc2b	368615
ENSDARG00000104635	8	si:busm1-48c11.4	protein_coding	mhc2b	368615
ENSDARG00000104635	8	si:dz194e12.12	protein_coding	mhc2b	368615
ENSDARG00000104635	8	si:dz48c11.4	protein_coding	mhc2b	368615
ENSDARG00000104635	8	zgc:123061	protein_coding	mhc2b	368615
ENSDARG00000103436	12		protein_coding	BX548028.1	
ENSDARG00000109359	CHR_ALT_CTG18_2_6	fc45f07	protein_coding	swap70b	562490
ENSDARG00000109359	CHR_ALT_CTG18_2_6	si:dkey-8l13.4	protein_coding	swap70b	562490
ENSDARG00000109359	CHR_ALT_CTG18_2_6	wu:fc45f07	protein_coding	swap70b	562490
ENSDARG00000110274	CHR_ALT_CTG9_1_10	fc01g11	protein_coding	arl4cb	406531
ENSDARG00000110274	CHR_ALT_CTG9_1_10	fj62h11	protein_coding	arl4cb	406531
ENSDARG00000110274	CHR_ALT_CTG9_1_10	wu:fc01g11	protein_coding	arl4cb	406531
ENSDARG00000110274	CHR_ALT_CTG9_1_10	wu:fj62h11	protein_coding	arl4cb	406531
ENSDARG00000110274	CHR_ALT_CTG9_1_10	zgc:77633	protein_coding	arl4cb	406531
ENSDARG00000117194	CHR_ALT_CTG23_1_19	arhgef10l	protein_coding	arhgef10lb	
ENSDARG00000117194	CHR_ALT_CTG23_1_19	si:dkey-1c11.5	protein_coding	arhgef10lb	
ENSDARG00000113966	CHR_ALT_CTG1_1_16		protein_coding	BX119979.1	564990
ENSDARG00000044600	6	lppr2b	protein_coding	plppr2b	571463
ENSDARG00000044600	6	PRG4B	protein_coding	plppr2b	571463
ENSDARG00000081593	3		miRNA	FP236454.1	
ENSDARG00000111810	6	si:dkey-19e4.4	protein_coding	lhfpl4a	100151593
ENSDARG00000114734	CHR_ALT_CTG21_1_12	c7	protein_coding	c7b	570832
ENSDARG00000114734	CHR_ALT_CTG21_1_12	C7-1	protein_coding	c7b	570832
ENSDARG00000114734	CHR_ALT_CTG21_1_12	cb349	protein_coding	c7b	570832
ENSDARG00000114734	CHR_ALT_CTG21_1_12	si:dkey-246j23.5	protein_coding	c7b	570832
ENSDARG00000114734	CHR_ALT_CTG21_1_12	wu:fa01f03	protein_coding	c7b	570832
ENSDARG00000116557	CHR_ALT_CTG4_1_4	kitlb	protein_coding	kitlgb	553181
ENSDARG00000114836	4		miRNA	dre-mir-430c-1	100033463
ENSDARG00000114836	4		miRNA	dre-mir-430c-1	100033464
ENSDARG00000114836	4		miRNA	dre-mir-430c-1	100033797
ENSDARG00000035390	5	Kapbeta2	protein_coding	tnpo1	562607
ENSDARG00000035390	5	karyopherin beta 2	protein_coding	tnpo1	562607
ENSDARG00000114615	CHR_ALT_CTG21_1_5	RPTP[a]	protein_coding	ptpra	140818
ENSDARG00000114615	CHR_ALT_CTG21_1_5	zf-RPTP[a]	protein_coding	ptpra	140818
ENSDARG00000111048	CHR_ALT_CTG4_2_1	wu:fj18d05	protein_coding	tspan9b	431733
ENSDARG00000111048	CHR_ALT_CTG4_2_1	zgc:91880	protein_coding	tspan9b	431733
ENSDARG00000106245	13		protein_coding	CR931802.3	
ENSDARG00000110462	CHR_ALT_CTG7_1_21	sb:eu829	protein_coding	plekha7b	100005106
ENSDARG00000109687	CHR_ALT_CTG2_1_4	si:ch211-119o8.5	protein_coding	rem2	798285
ENSDARG00000117067	CHR_ALT_CTG24_1_13		protein_coding	zgc:112408	550260
ENSDARG00000113939	CHR_ALT_CTG7_1_38	cb251	protein_coding	shcbp1	333933
ENSDARG00000113939	CHR_ALT_CTG7_1_38	im:7145675	protein_coding	shcbp1	333933
ENSDARG00000113939	CHR_ALT_CTG7_1_38	sb:cb251	protein_coding	shcbp1	333933
ENSDARG00000113939	CHR_ALT_CTG7_1_38	wu:fi22a03	protein_coding	shcbp1	333933
ENSDARG00000113939	CHR_ALT_CTG7_1_38	zgc:66476	protein_coding	shcbp1	333933
ENSDARG00000112329	CHR_ALT_CTG8_1_11	zgc:92280	protein_coding	zmynd12	492338
ENSDARG00000112329	CHR_ALT_CTG8_1_11	zymnd12	protein_coding	zmynd12	492338
ENSDARG00000075385	16		protein_coding	LO017852.1	
ENSDARG00000095901	6	si:dkey-257h21.1	protein_coding	col18a1b	100334893
ENSDARG00000115319	CHR_ALT_CTG7_1_24	smtB	protein_coding	mtbl	569445
ENSDARG00000116617	19		protein_coding	spaca4l	100334363
ENSDARG00000112054	CHR_ALT_CTG6_1_24	TOM70	protein_coding	tomm70a	572969
ENSDARG00000112054	CHR_ALT_CTG6_1_24	wu:fj58b04	protein_coding	tomm70a	572969
ENSDARG00000112054	CHR_ALT_CTG6_1_24	zgc:73188	protein_coding	tomm70a	572969
ENSDARG00000113479	10		protein_coding	CU856539.3	
ENSDARG00000004647	24	ccdc52	protein_coding	spice1	494093
ENSDARG00000004647	24	zgc:101558	protein_coding	spice1	494093
ENSDARG00000033587	20		protein_coding	CABZ01088134.1	101884755
ENSDARG00000115497	CHR_ALT_CTG11_1_21	wu:fa99h06	protein_coding	zgc:92107	492329
ENSDARG00000115497	CHR_ALT_CTG11_1_21	wu:fj78h03	protein_coding	zgc:92107	492329
ENSDARG00000111358	CHR_ALT_CTG18_1_22	rapsyn	protein_coding	rapsn	352942
