Gene stable ID	Gene name	Chromosome/scaffold name	Gene Synonym	Gene type	NCBI gene (formerly Entrezgene) ID
FBgn0030283	CG15198	X	CG15198	protein_coding	32065
FBgn0030283	CG15198	X	CG15198	protein_coding	32065
FBgn0030283	CG15198	X	CG15198	protein_coding	32065
FBgn0083979	Ir10a	X	Ir10a	protein_coding	32067
FBgn0083979	Ir10a	X	Ir10a	protein_coding	32067
FBgn0083979	Ir10a	X	Ir10a	protein_coding	32067
FBgn0083979	Ir10a	X	Ir10a	protein_coding	32067
FBgn0003411	sisA	X	sisA	protein_coding	32068
FBgn0003411	sisA	X	sisA	protein_coding	32068
FBgn0003411	sisA	X	sisA	protein_coding	32068
FBgn0003411	sisA	X	sisA	protein_coding	32068
FBgn0001491	l(1)10Bb	X	l(1)10Bb	protein_coding	32069
FBgn0001491	l(1)10Bb	X	l(1)10Bb	protein_coding	32069
FBgn0001491	l(1)10Bb	X	l(1)10Bb	protein_coding	32069
FBgn0001491	l(1)10Bb	X	l(1)10Bb	protein_coding	32069
FBgn0030286	Gapvd1	X	Gapvd1	protein_coding	32070
FBgn0030286	Gapvd1	X	Gapvd1	protein_coding	32070
FBgn0030286	Gapvd1	X	Gapvd1	protein_coding	32070
FBgn0030286	Gapvd1	X	Gapvd1	protein_coding	32070
FBgn0028421	Kap3	X	Kap3	protein_coding	32071
FBgn0028421	Kap3	X	Kap3	protein_coding	32071
FBgn0028421	Kap3	X	Kap3	protein_coding	32071
FBgn0028421	Kap3	X	Kap3	protein_coding	32071
FBgn0085377	CG34348	X	CG34348	protein_coding	32072
FBgn0085377	CG34348	X	CG34348	protein_coding	32072
FBgn0085377	CG34348	X	CG34348	protein_coding	32072
FBgn0085377	CG34348	X	CG34348	protein_coding	32072
FBgn0030289	GCS1	X	GCS1	protein_coding	32073
FBgn0030289	GCS1	X	GCS1	protein_coding	32073
FBgn0030289	GCS1	X	GCS1	protein_coding	32073
FBgn0030289	GCS1	X	GCS1	protein_coding	32073
FBgn0030290	CG11756	X	CG11756	protein_coding	32074
FBgn0030290	CG11756	X	CG11756	protein_coding	32074
FBgn0030290	CG11756	X	CG11756	protein_coding	32074
FBgn0030290	CG11756	X	CG11756	protein_coding	32074
FBgn0030291	CG1738	X	CG1738	protein_coding	32075
FBgn0030291	CG1738	X	CG1738	protein_coding	32075
FBgn0030291	CG1738	X	CG1738	protein_coding	32075
FBgn0030291	CG1738	X	CG1738	protein_coding	32075
FBgn0030292	CG11752	X	CG11752	protein_coding	32076
FBgn0030292	CG11752	X	CG11752	protein_coding	32076
FBgn0030292	CG11752	X	CG11752	protein_coding	32076
FBgn0030292	CG11752	X	CG11752	protein_coding	32076
FBgn0030293	CG1737	X	CG1737	protein_coding	32077
FBgn0030293	CG1737	X	CG1737	protein_coding	32077
FBgn0030293	CG1737	X	CG1737	protein_coding	32077
FBgn0030293	CG1737	X	CG1737	protein_coding	32077
FBgn0000499	dsh	X	dsh	protein_coding	32078
FBgn0000499	dsh	X	dsh	protein_coding	32078
FBgn0000499	dsh	X	dsh	protein_coding	32078
FBgn0000499	dsh	X	dsh	protein_coding	32078
FBgn0287454	Pa1	X	Pa1	protein_coding	32079
FBgn0287454	Pa1	X	Pa1	protein_coding	32079
FBgn0287454	Pa1	X	Pa1	protein_coding	32079
FBgn0287454	Pa1	X	Pa1	protein_coding	32079
FBgn0004864	hop	X	hop	protein_coding	32080
FBgn0004864	hop	X	hop	protein_coding	32080
FBgn0004864	hop	X	hop	protein_coding	32080
FBgn0004864	hop	X	hop	protein_coding	32080
FBgn0027359	Tim8	X	Tim8	protein_coding	32081
FBgn0027359	Tim8	X	Tim8	protein_coding	32081
FBgn0027359	Tim8	X	Tim8	protein_coding	32081
FBgn0027359	Tim8	X	Tim8	protein_coding	32081
FBgn0001624	dlg1	X	dlg1	protein_coding	32083
FBgn0001624	dlg1	X	dlg1	protein_coding	32083
FBgn0001624	dlg1	X	dlg1	protein_coding	32083
FBgn0001624	dlg1	X	dlg1	protein_coding	32083
FBgn0030296	CG15196	X	CG15196	protein_coding	32084
FBgn0030296	CG15196	X	CG15196	protein_coding	32084
FBgn0030296	CG15196	X	CG15196	protein_coding	32084
FBgn0030296	CG15196	X	CG15196	protein_coding	32084
FBgn0030297	Gr10b	X	Gr10b	protein_coding	32085
FBgn0030297	Gr10b	X	Gr10b	protein_coding	32085
FBgn0030297	Gr10b	X	Gr10b	protein_coding	32085
FBgn0030297	Gr10b	X	Gr10b	protein_coding	32085
FBgn0030298	Or10a	X	Or10a	protein_coding	32086
FBgn0030298	Or10a	X	Or10a	protein_coding	32086
FBgn0030298	Or10a	X	Or10a	protein_coding	32086
FBgn0030298	Or10a	X	Or10a	protein_coding	32086
FBgn0045502	Gr10a	X	Gr10a	protein_coding	117501
FBgn0045502	Gr10a	X	Gr10a	protein_coding	117501
FBgn0045502	Gr10a	X	Gr10a	protein_coding	117501
FBgn0045502	Gr10a	X	Gr10a	protein_coding	117501
FBgn0001145	Gs2	X	Gs2	protein_coding	32087
FBgn0001145	Gs2	X	Gs2	protein_coding	32087
FBgn0001145	Gs2	X	Gs2	protein_coding	32087
FBgn0001145	Gs2	X	Gs2	protein_coding	32087
FBgn0262740	Evi5	X	Evi5	protein_coding	32088
FBgn0262740	Evi5	X	Evi5	protein_coding	32088
FBgn0262740	Evi5	X	Evi5	protein_coding	32088
FBgn0262740	Evi5	X	Evi5	protein_coding	32088
FBgn0030300	Sk1	X	Sk1	protein_coding	32089
FBgn0030300	Sk1	X	Sk1	protein_coding	32089
FBgn0030300	Sk1	X	Sk1	protein_coding	32089
FBgn0030300	Sk1	X	Sk1	protein_coding	32089
FBgn0030301	HP5	X	HP5	protein_coding	32090
FBgn0030301	HP5	X	HP5	protein_coding	32090
FBgn0030301	HP5	X	HP5	protein_coding	32090
FBgn0030301	HP5	X	HP5	protein_coding	32090
FBgn0262685	CG43155	X	CG43155	protein_coding	32092
FBgn0262685	CG43155	X	CG43155	protein_coding	32092
FBgn0262685	CG43155	X	CG43155	protein_coding	32092
FBgn0262685	CG43155	X	CG43155	protein_coding	32092
FBgn0030304	Cyp4g15	X	Cyp4g15	protein_coding	32093
FBgn0030304	Cyp4g15	X	Cyp4g15	protein_coding	32093
FBgn0030304	Cyp4g15	X	Cyp4g15	protein_coding	32093
FBgn0030304	Cyp4g15	X	Cyp4g15	protein_coding	32093
FBgn0030305	Uba5	X	Uba5	protein_coding	32094
FBgn0030305	Uba5	X	Uba5	protein_coding	32094
FBgn0030305	Uba5	X	Uba5	protein_coding	32094
FBgn0030305	Uba5	X	Uba5	protein_coding	32094
FBgn0030306	Spase25	X	Spase25	protein_coding	32095
FBgn0030306	Spase25	X	Spase25	protein_coding	32095
FBgn0030306	Spase25	X	Spase25	protein_coding	32095
FBgn0030306	Spase25	X	Spase25	protein_coding	32095
FBgn0030307	CG33235	X	CG33235	protein_coding	2768871
FBgn0030307	CG33235	X	CG33235	protein_coding	2768871
FBgn0030307	CG33235	X	CG33235	protein_coding	2768871
FBgn0030307	CG33235	X	CG33235	protein_coding	2768871
FBgn0265749	lncRNA:CR44556	X	lncRNA:CR44556	ncRNA	19835918
FBgn0265749	lncRNA:CR44556	X	lncRNA:CR44556	ncRNA	19835918
FBgn0265749	lncRNA:CR44556	X	lncRNA:CR44556	ncRNA	19835918
FBgn0265749	lncRNA:CR44556	X	lncRNA:CR44556	ncRNA	19835918
FBgn0052666	Drak	X	Drak	protein_coding	32097
FBgn0052666	Drak	X	Drak	protein_coding	32097
FBgn0052666	Drak	X	Drak	protein_coding	32097
FBgn0052666	Drak	X	Drak	protein_coding	32097
FBgn0262335	mir-2492	X	mir-2492	pre_miRNA	12797961
FBgn0262335	mir-2492	X	mir-2492	pre_miRNA	12797961
FBgn0262335	mir-2492	X	mir-2492	pre_miRNA	12797961
FBgn0262335	mir-2492	X	mir-2492	pre_miRNA	12797961
FBgn0030309	CG1572	X	CG1572	protein_coding	32098
FBgn0030309	CG1572	X	CG1572	protein_coding	32098
FBgn0030309	CG1572	X	CG1572	protein_coding	32098
FBgn0030309	CG1572	X	CG1572	protein_coding	32098
FBgn0030310	PGRP-SA	X	PGRP-SA	protein_coding	32099
FBgn0030310	PGRP-SA	X	PGRP-SA	protein_coding	32099
FBgn0030310	PGRP-SA	X	PGRP-SA	protein_coding	32099
FBgn0030310	PGRP-SA	X	PGRP-SA	protein_coding	32099
FBgn0003277	RpII215	X	RpII215	protein_coding	32100
FBgn0003277	RpII215	X	RpII215	protein_coding	32100
FBgn0003277	RpII215	X	RpII215	protein_coding	32100
FBgn0003277	RpII215	X	RpII215	protein_coding	32100
FBgn0265252	asRNA:CR44266	X	asRNA:CR44266	ncRNA	19836070
FBgn0265252	asRNA:CR44266	X	asRNA:CR44266	ncRNA	19836070
FBgn0265252	asRNA:CR44266	X	asRNA:CR44266	ncRNA	19836070
FBgn0265252	asRNA:CR44266	X	asRNA:CR44266	ncRNA	19836070
FBgn0030311	CG11699	X	CG11699	protein_coding	32101
FBgn0030311	CG11699	X	CG11699	protein_coding	32101
FBgn0030311	CG11699	X	CG11699	protein_coding	32101
FBgn0030311	CG11699	X	CG11699	protein_coding	32101
FBgn0027259	Kmn1	X	Kmn1	protein_coding	32102
FBgn0027259	Kmn1	X	Kmn1	protein_coding	32102
FBgn0027259	Kmn1	X	Kmn1	protein_coding	32102
FBgn0027259	Kmn1	X	Kmn1	protein_coding	32102
FBgn0030313	Reepl1	X	Reepl1	protein_coding	32103
FBgn0030313	Reepl1	X	Reepl1	protein_coding	32103
FBgn0030313	Reepl1	X	Reepl1	protein_coding	32103
FBgn0030313	Reepl1	X	Reepl1	protein_coding	32103
FBgn0030314	CG11696	X	CG11696	protein_coding	32104
FBgn0030314	CG11696	X	CG11696	protein_coding	32104
FBgn0030314	CG11696	X	CG11696	protein_coding	32104
FBgn0030314	CG11696	X	CG11696	protein_coding	32104
FBgn0000618	e(y)2	X	e(y)2	protein_coding	45848
FBgn0000618	e(y)2	X	e(y)2	protein_coding	45848
FBgn0000618	e(y)2	X	e(y)2	protein_coding	45848
FBgn0000618	e(y)2	X	e(y)2	protein_coding	45848
FBgn0030316	CG11695	X	CG11695	protein_coding	32106
FBgn0030316	CG11695	X	CG11695	protein_coding	32106
FBgn0030316	CG11695	X	CG11695	protein_coding	32106
FBgn0030316	CG11695	X	CG11695	protein_coding	32106
FBgn0019660	lncRNA:roX2	X	lncRNA:roX2	ncRNA	3772415
FBgn0019660	lncRNA:roX2	X	lncRNA:roX2	ncRNA	3772415
FBgn0019660	lncRNA:roX2	X	lncRNA:roX2	ncRNA	3772415
FBgn0019660	lncRNA:roX2	X	lncRNA:roX2	ncRNA	3772415
FBgn0002948	nod	X	nod	protein_coding	32107
FBgn0002948	nod	X	nod	protein_coding	32107
FBgn0002948	nod	X	nod	protein_coding	32107
FBgn0002948	nod	X	nod	protein_coding	32107
FBgn0030317	CG1561	X	CG1561	protein_coding	32108
FBgn0030317	CG1561	X	CG1561	protein_coding	32108
FBgn0030317	CG1561	X	CG1561	protein_coding	32108
FBgn0030317	CG1561	X	CG1561	protein_coding	32108
FBgn0262853	CR43217	X	CR43217	pseudogene	
FBgn0262853	CR43217	X	CR43217	pseudogene	
FBgn0262853	CR43217	X	CR43217	pseudogene	
FBgn0262853	CR43217	X	CR43217	pseudogene	
FBgn0262852	CR43216	X	CR43216	pseudogene	
FBgn0262852	CR43216	X	CR43216	pseudogene	
FBgn0262852	CR43216	X	CR43216	pseudogene	
FBgn0262852	CR43216	X	CR43216	pseudogene	
FBgn0262851	CR43215	X	CR43215	pseudogene	
FBgn0262851	CR43215	X	CR43215	pseudogene	
FBgn0262851	CR43215	X	CR43215	pseudogene	
FBgn0262851	CR43215	X	CR43215	pseudogene	
FBgn0262850	CR43214	X	CR43214	pseudogene	
FBgn0262850	CR43214	X	CR43214	pseudogene	
FBgn0262850	CR43214	X	CR43214	pseudogene	
FBgn0262850	CR43214	X	CR43214	pseudogene	
FBgn0262849	CR43213	X	CR43213	pseudogene	
FBgn0262849	CR43213	X	CR43213	pseudogene	
FBgn0262849	CR43213	X	CR43213	pseudogene	
FBgn0262849	CR43213	X	CR43213	pseudogene	
FBgn0262848	CR43212	X	CR43212	pseudogene	
FBgn0262848	CR43212	X	CR43212	pseudogene	
FBgn0262848	CR43212	X	CR43212	pseudogene	
FBgn0262848	CR43212	X	CR43212	pseudogene	
FBgn0262847	CR43211	X	CR43211	pseudogene	
FBgn0262847	CR43211	X	CR43211	pseudogene	
FBgn0262847	CR43211	X	CR43211	pseudogene	
FBgn0262847	CR43211	X	CR43211	pseudogene	
FBgn0030318	rho-4	X	rho-4	protein_coding	32109
FBgn0030318	rho-4	X	rho-4	protein_coding	32109
FBgn0030318	rho-4	X	rho-4	protein_coding	32109
FBgn0030318	rho-4	X	rho-4	protein_coding	32109
FBgn0030319	CG2533	X	CG2533	protein_coding	32110
FBgn0030319	CG2533	X	CG2533	protein_coding	32110
FBgn0030319	CG2533	X	CG2533	protein_coding	32110
FBgn0030319	CG2533	X	CG2533	protein_coding	32110
FBgn0030320	CG2247	X	CG2247	protein_coding	32111
FBgn0030320	CG2247	X	CG2247	protein_coding	32111
FBgn0030320	CG2247	X	CG2247	protein_coding	32111
FBgn0030320	CG2247	X	CG2247	protein_coding	32111
FBgn0030321	CG1703	X	CG1703	protein_coding	32112
FBgn0030321	CG1703	X	CG1703	protein_coding	32112
FBgn0030321	CG1703	X	CG1703	protein_coding	32112
FBgn0030321	CG1703	X	CG1703	protein_coding	32112
FBgn0266421	RPA3	X	RPA3	protein_coding	32113
FBgn0266421	RPA3	X	RPA3	protein_coding	32113
FBgn0266421	RPA3	X	RPA3	protein_coding	32113
FBgn0266421	RPA3	X	RPA3	protein_coding	32113
FBgn0002723	Met	X	Met	protein_coding	32114
FBgn0002723	Met	X	Met	protein_coding	32114
FBgn0002723	Met	X	Met	protein_coding	32114
FBgn0002723	Met	X	Met	protein_coding	32114
FBgn0004370	Ptp10D	X	Ptp10D	protein_coding	32115
FBgn0004370	Ptp10D	X	Ptp10D	protein_coding	32115
FBgn0004370	Ptp10D	X	Ptp10D	protein_coding	32115
FBgn0004370	Ptp10D	X	Ptp10D	protein_coding	32115
FBgn0030323	Vlet	X	Vlet	protein_coding	32116
FBgn0030323	Vlet	X	Vlet	protein_coding	32116
FBgn0030323	Vlet	X	Vlet	protein_coding	32116
FBgn0030323	Vlet	X	Vlet	protein_coding	32116
FBgn0014133	bif	X	bif	protein_coding	32119
FBgn0014133	bif	X	bif	protein_coding	32119
FBgn0014133	bif	X	bif	protein_coding	32119
FBgn0014133	bif	X	bif	protein_coding	32119
FBgn0011754	PhKgamma	X	PhKgamma	protein_coding	32120
FBgn0011754	PhKgamma	X	PhKgamma	protein_coding	32120
FBgn0011754	PhKgamma	X	PhKgamma	protein_coding	32120
FBgn0011754	PhKgamma	X	PhKgamma	protein_coding	32120
FBgn0030326	CG2444	X	CG2444	protein_coding	32121
FBgn0030326	CG2444	X	CG2444	protein_coding	32121
FBgn0030326	CG2444	X	CG2444	protein_coding	32121
FBgn0030326	CG2444	X	CG2444	protein_coding	32121
FBgn0030327	FucT6	X	FucT6	protein_coding	32122
FBgn0030327	FucT6	X	FucT6	protein_coding	32122
FBgn0030327	FucT6	X	FucT6	protein_coding	32122
FBgn0030327	FucT6	X	FucT6	protein_coding	32122
FBgn0030328	Amun	X	Amun	protein_coding	32123
FBgn0030328	Amun	X	Amun	protein_coding	32123
FBgn0030328	Amun	X	Amun	protein_coding	32123
FBgn0030328	Amun	X	Amun	protein_coding	32123
FBgn0283637	mir-9370	X	mir-9370	pre_miRNA	30522417
FBgn0283637	mir-9370	X	mir-9370	pre_miRNA	30522417
FBgn0283637	mir-9370	X	mir-9370	pre_miRNA	30522417
FBgn0283637	mir-9370	X	mir-9370	pre_miRNA	30522417
FBgn0267178	lncRNA:CR45618	X	lncRNA:CR45618	ncRNA	19835294
FBgn0267178	lncRNA:CR45618	X	lncRNA:CR45618	ncRNA	19835294
FBgn0267178	lncRNA:CR45618	X	lncRNA:CR45618	ncRNA	19835294
FBgn0267178	lncRNA:CR45618	X	lncRNA:CR45618	ncRNA	19835294
FBgn0030329	prtp	X	prtp	protein_coding	32124
FBgn0030329	prtp	X	prtp	protein_coding	32124
FBgn0030329	prtp	X	prtp	protein_coding	32124
FBgn0030329	prtp	X	prtp	protein_coding	32124
FBgn0030330	Tango10	X	Tango10	protein_coding	32125
FBgn0030330	Tango10	X	Tango10	protein_coding	32125
FBgn0030330	Tango10	X	Tango10	protein_coding	32125
FBgn0030330	Tango10	X	Tango10	protein_coding	32125
FBgn0030331	CG15221	X	CG15221	protein_coding	32127
FBgn0030331	CG15221	X	CG15221	protein_coding	32127
FBgn0030331	CG15221	X	CG15221	protein_coding	32127
FBgn0030331	CG15221	X	CG15221	protein_coding	32127
FBgn0260812	inaF-D	X	inaF-D	protein_coding	32126
FBgn0260812	inaF-D	X	inaF-D	protein_coding	32126
FBgn0260812	inaF-D	X	inaF-D	protein_coding	32126
FBgn0260812	inaF-D	X	inaF-D	protein_coding	32126
FBgn0259918	inaF-B	X	inaF-B	protein_coding	8674114
FBgn0259918	inaF-B	X	inaF-B	protein_coding	8674114
FBgn0259918	inaF-B	X	inaF-B	protein_coding	8674114
FBgn0259918	inaF-B	X	inaF-B	protein_coding	8674114
FBgn0085350	inaF-C	X	inaF-C	protein_coding	5740497
FBgn0085350	inaF-C	X	inaF-C	protein_coding	5740497
FBgn0085350	inaF-C	X	inaF-C	protein_coding	5740497
FBgn0085350	inaF-C	X	inaF-C	protein_coding	5740497
FBgn0085351	inaF-A	X	inaF-A	protein_coding	5740676
FBgn0085351	inaF-A	X	inaF-A	protein_coding	5740676
FBgn0085351	inaF-A	X	inaF-A	protein_coding	5740676
FBgn0085351	inaF-A	X	inaF-A	protein_coding	5740676
FBgn0263215	CR43385	X	CR43385	pseudogene	
FBgn0263215	CR43385	X	CR43385	pseudogene	
FBgn0263215	CR43385	X	CR43385	pseudogene	
FBgn0263215	CR43385	X	CR43385	pseudogene	
FBgn0002577	m	X	m	protein_coding	44835
FBgn0002577	m	X	m	protein_coding	44835
FBgn0002577	m	X	m	protein_coding	44835
FBgn0002577	m	X	m	protein_coding	44835
FBgn0030332	CG9360	X	CG9360	protein_coding	32128
FBgn0030332	CG9360	X	CG9360	protein_coding	32128
FBgn0030332	CG9360	X	CG9360	protein_coding	32128
FBgn0030332	CG9360	X	CG9360	protein_coding	32128
FBgn0004511	dy	X	dy	protein_coding	32130
FBgn0004511	dy	X	dy	protein_coding	32130
FBgn0004511	dy	X	dy	protein_coding	32130
FBgn0004511	dy	X	dy	protein_coding	32130
FBgn0030334	Karl	X	Karl	protein_coding	32131
FBgn0030334	Karl	X	Karl	protein_coding	32131
FBgn0030334	Karl	X	Karl	protein_coding	32131
FBgn0030334	Karl	X	Karl	protein_coding	32131
FBgn0266277	asRNA:CR44962	X	asRNA:CR44962	ncRNA	19836135
FBgn0266277	asRNA:CR44962	X	asRNA:CR44962	ncRNA	19836135
FBgn0266277	asRNA:CR44962	X	asRNA:CR44962	ncRNA	19836135
FBgn0266277	asRNA:CR44962	X	asRNA:CR44962	ncRNA	19836135
FBgn0000259	CkIIbeta	X	CkIIbeta	protein_coding	32132
FBgn0000259	CkIIbeta	X	CkIIbeta	protein_coding	32132
FBgn0000259	CkIIbeta	X	CkIIbeta	protein_coding	32132
FBgn0000259	CkIIbeta	X	CkIIbeta	protein_coding	32132
FBgn0001218	Hsc70-3	X	Hsc70-3	protein_coding	32133
FBgn0001218	Hsc70-3	X	Hsc70-3	protein_coding	32133
FBgn0001218	Hsc70-3	X	Hsc70-3	protein_coding	32133
FBgn0001218	Hsc70-3	X	Hsc70-3	protein_coding	32133
FBgn0030336	CG1578	X	CG1578	protein_coding	32135
FBgn0030336	CG1578	X	CG1578	protein_coding	32135
FBgn0030336	CG1578	X	CG1578	protein_coding	32135
FBgn0030336	CG1578	X	CG1578	protein_coding	32135
FBgn0266019	rudhira	X	rudhira	protein_coding	32136
FBgn0266019	rudhira	X	rudhira	protein_coding	32136
FBgn0266019	rudhira	X	rudhira	protein_coding	32136
FBgn0266019	rudhira	X	rudhira	protein_coding	32136
FBgn0030338	CG15741	X	CG15741	protein_coding	32137
FBgn0030338	CG15741	X	CG15741	protein_coding	32137
FBgn0030338	CG15741	X	CG15741	protein_coding	32137
FBgn0030338	CG15741	X	CG15741	protein_coding	32137
FBgn0264509	asRNA:CR43908	X	asRNA:CR43908	ncRNA	14462395
FBgn0264509	asRNA:CR43908	X	asRNA:CR43908	ncRNA	14462395
FBgn0264509	asRNA:CR43908	X	asRNA:CR43908	ncRNA	14462395
FBgn0264509	asRNA:CR43908	X	asRNA:CR43908	ncRNA	14462395
FBgn0030339	Cyp28c1	X	Cyp28c1	protein_coding	32138
FBgn0030339	Cyp28c1	X	Cyp28c1	protein_coding	32138
FBgn0030339	Cyp28c1	X	Cyp28c1	protein_coding	32138
FBgn0030339	Cyp28c1	X	Cyp28c1	protein_coding	32138
FBgn0030340	CG15740	X	CG15740	protein_coding	32139
FBgn0030340	CG15740	X	CG15740	protein_coding	32139
FBgn0030340	CG15740	X	CG15740	protein_coding	32139
FBgn0030340	CG15740	X	CG15740	protein_coding	32139
FBgn0267179	lncRNA:CR45619	X	lncRNA:CR45619	ncRNA	19834773
FBgn0267179	lncRNA:CR45619	X	lncRNA:CR45619	ncRNA	19834773
FBgn0267179	lncRNA:CR45619	X	lncRNA:CR45619	ncRNA	19834773
FBgn0267179	lncRNA:CR45619	X	lncRNA:CR45619	ncRNA	19834773
FBgn0030341	p24-1	X	p24-1	protein_coding	32140
FBgn0030341	p24-1	X	p24-1	protein_coding	32140
FBgn0030341	p24-1	X	p24-1	protein_coding	32140
FBgn0030341	p24-1	X	p24-1	protein_coding	32140
FBgn0030342	CG10347	X	CG10347	protein_coding	32141
FBgn0030342	CG10347	X	CG10347	protein_coding	32141
FBgn0030342	CG10347	X	CG10347	protein_coding	32141
FBgn0030342	CG10347	X	CG10347	protein_coding	32141
FBgn0030343	ATP7	X	ATP7	protein_coding	32142
FBgn0030343	ATP7	X	ATP7	protein_coding	32142
FBgn0030343	ATP7	X	ATP7	protein_coding	32142
FBgn0030343	ATP7	X	ATP7	protein_coding	32142
FBgn0030344	Nrd1	X	Nrd1	protein_coding	32143
FBgn0030344	Nrd1	X	Nrd1	protein_coding	32143
FBgn0030344	Nrd1	X	Nrd1	protein_coding	32143
FBgn0030344	Nrd1	X	Nrd1	protein_coding	32143
FBgn0030345	CG1847	X	CG1847	protein_coding	32144
FBgn0030345	CG1847	X	CG1847	protein_coding	32144
FBgn0030345	CG1847	X	CG1847	protein_coding	32144
FBgn0030345	CG1847	X	CG1847	protein_coding	32144
FBgn0030346	BORCS5	X	BORCS5	protein_coding	32145
FBgn0030346	BORCS5	X	BORCS5	protein_coding	32145
FBgn0030346	BORCS5	X	BORCS5	protein_coding	32145
FBgn0030346	BORCS5	X	BORCS5	protein_coding	32145
FBgn0030347	CG15739	X	CG15739	protein_coding	32146
FBgn0030347	CG15739	X	CG15739	protein_coding	32146
FBgn0030347	CG15739	X	CG15739	protein_coding	32146
FBgn0030347	CG15739	X	CG15739	protein_coding	32146
FBgn0030348	CG10352	X	CG10352	protein_coding	32147
FBgn0030348	CG10352	X	CG10352	protein_coding	32147
FBgn0030348	CG10352	X	CG10352	protein_coding	32147
FBgn0030348	CG10352	X	CG10352	protein_coding	32147
FBgn0030349	CG10353	X	CG10353	protein_coding	32148
FBgn0030349	CG10353	X	CG10353	protein_coding	32148
FBgn0030349	CG10353	X	CG10353	protein_coding	32148
FBgn0030349	CG10353	X	CG10353	protein_coding	32148
FBgn0030350	SelG	X	SelG	protein_coding	32149
FBgn0030350	SelG	X	SelG	protein_coding	32149
FBgn0030350	SelG	X	SelG	protein_coding	32149
FBgn0030350	SelG	X	SelG	protein_coding	32149
FBgn0030351	CG1840	X	CG1840	protein_coding	32150
FBgn0030351	CG1840	X	CG1840	protein_coding	32150
FBgn0030351	CG1840	X	CG1840	protein_coding	32150
FBgn0030351	CG1840	X	CG1840	protein_coding	32150
FBgn0030352	sicily	X	sicily	protein_coding	32151
FBgn0030352	sicily	X	sicily	protein_coding	32151
FBgn0030352	sicily	X	sicily	protein_coding	32151
FBgn0030352	sicily	X	sicily	protein_coding	32151
FBgn0260780	wisp	X	wisp	protein_coding	32152
FBgn0260780	wisp	X	wisp	protein_coding	32152
FBgn0260780	wisp	X	wisp	protein_coding	32152
FBgn0260780	wisp	X	wisp	protein_coding	32152
FBgn0030354	Upf1	X	Upf1	protein_coding	32153
FBgn0030354	Upf1	X	Upf1	protein_coding	32153
FBgn0030354	Upf1	X	Upf1	protein_coding	32153
FBgn0030354	Upf1	X	Upf1	protein_coding	32153
FBgn0262686	CG43156	X	CG43156	protein_coding	12797970
FBgn0262686	CG43156	X	CG43156	protein_coding	12797970
FBgn0262686	CG43156	X	CG43156	protein_coding	12797970
FBgn0262686	CG43156	X	CG43156	protein_coding	12797970
FBgn0250871	pot	X	pot	protein_coding	32154
FBgn0250871	pot	X	pot	protein_coding	32154
FBgn0250871	pot	X	pot	protein_coding	32154
FBgn0250871	pot	X	pot	protein_coding	32154
FBgn0030356	lncRNA:CR32661	X	lncRNA:CR32661	ncRNA	3772605
FBgn0030356	lncRNA:CR32661	X	lncRNA:CR32661	ncRNA	3772605
FBgn0030356	lncRNA:CR32661	X	lncRNA:CR32661	ncRNA	3772605
FBgn0030356	lncRNA:CR32661	X	lncRNA:CR32661	ncRNA	3772605
FBgn0262687	lncRNA:CR43157	X	lncRNA:CR43157	ncRNA	12797971
FBgn0262687	lncRNA:CR43157	X	lncRNA:CR43157	ncRNA	12797971
FBgn0262687	lncRNA:CR43157	X	lncRNA:CR43157	ncRNA	12797971
FBgn0262687	lncRNA:CR43157	X	lncRNA:CR43157	ncRNA	12797971
FBgn0052660	lncRNA:CR32660	X	lncRNA:CR32660	ncRNA	3771836
FBgn0052660	lncRNA:CR32660	X	lncRNA:CR32660	ncRNA	3771836
FBgn0052660	lncRNA:CR32660	X	lncRNA:CR32660	ncRNA	3771836
FBgn0052660	lncRNA:CR32660	X	lncRNA:CR32660	ncRNA	3771836
FBgn0030357	Sclp	X	Sclp	protein_coding	32156
FBgn0030357	Sclp	X	Sclp	protein_coding	32156
FBgn0030357	Sclp	X	Sclp	protein_coding	32156
FBgn0030357	Sclp	X	Sclp	protein_coding	32156
FBgn0030358	CG10362	X	CG10362	protein_coding	32157
FBgn0030358	CG10362	X	CG10362	protein_coding	32157
FBgn0030358	CG10362	X	CG10362	protein_coding	32157
FBgn0030358	CG10362	X	CG10362	protein_coding	32157
FBgn0263111	cac	X	cac	protein_coding	32158
FBgn0263111	cac	X	cac	protein_coding	32158
FBgn0263111	cac	X	cac	protein_coding	32158
FBgn0263111	cac	X	cac	protein_coding	32158
FBgn0000808	gd	X	gd	protein_coding	32159
FBgn0000808	gd	X	gd	protein_coding	32159
FBgn0000808	gd	X	gd	protein_coding	32159
FBgn0000808	gd	X	gd	protein_coding	32159
FBgn0003865	tsg	X	tsg	protein_coding	32160
FBgn0003865	tsg	X	tsg	protein_coding	32160
FBgn0003865	tsg	X	tsg	protein_coding	32160
FBgn0003865	tsg	X	tsg	protein_coding	32160
FBgn0030359	CG18130	X	CG18130	protein_coding	32161
FBgn0030359	CG18130	X	CG18130	protein_coding	32161
FBgn0030359	CG18130	X	CG18130	protein_coding	32161
FBgn0030359	CG18130	X	CG18130	protein_coding	32161
FBgn0001083	fw	X	fw	protein_coding	32162
FBgn0001083	fw	X	fw	protein_coding	32162
FBgn0001083	fw	X	fw	protein_coding	32162
