NCBI gene (formerly Entrezgene) ID	Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name
316457	ENSRNOG00000015158	9	LOC316457	protein_coding	Pikfyve
316457	ENSRNOG00000015158	9	Pip5k3	protein_coding	Pikfyve
313564	ENSRNOG00000012054	5	LOC313564	protein_coding	Zmpste24
307404	ENSRNOG00000026060	18	ASI	protein_coding	Arsi
307404	ENSRNOG00000026060	18	LOC307404	protein_coding	Arsi
307404	ENSRNOG00000026060	18	RGD1310242	protein_coding	Arsi
286901	ENSRNOG00000002811	13	Fam5c	protein_coding	Brinp3
305840	ENSRNOG00000010261	15		protein_coding	Rnase10
364991	ENSRNOG00000054284	19		protein_coding	AABR07072639.2
29542	ENSRNOG00000001136	12	HCNP	protein_coding	Pebp1
29542	ENSRNOG00000001136	12	HCNPpp	protein_coding	Pebp1
29542	ENSRNOG00000001136	12	P23K	protein_coding	Pebp1
29542	ENSRNOG00000001136	12	Pbp	protein_coding	Pebp1
29542	ENSRNOG00000001136	12	PEBP-1	protein_coding	Pebp1
29542	ENSRNOG00000001136	12	Rkip	protein_coding	Pebp1
171116	ENSRNOG00000001717	11	LOC171116	protein_coding	Opa1
171116	ENSRNOG00000001717	11	MGC124921	protein_coding	Opa1
29510	ENSRNOG00000002425	10	PC-TP	protein_coding	Pctp
29510	ENSRNOG00000002425	10	stARD2	protein_coding	Pctp
	ENSRNOG00000067504	6		protein_coding	
	ENSRNOG00000043348	X		protein_coding	Rpl39
266611	ENSRNOG00000017600	8	Meg2	protein_coding	Ptpn9
288174	ENSRNOG00000027797	11	LOC288174	protein_coding	Nit2
288174	ENSRNOG00000027797	11	MGC124762	protein_coding	Nit2
288174	ENSRNOG00000027797	11	RGD1310494	protein_coding	Nit2
361182	ENSRNOG00000025222	16	LOC361182	protein_coding	Pcid2
361182	ENSRNOG00000025222	16	RGD1307041	protein_coding	Pcid2
	ENSRNOG00000065341	X		lncRNA	
689523	ENSRNOG00000023304	13	LOC689523	protein_coding	Lin9
689523	ENSRNOG00000023304	13	LOC690072	protein_coding	Lin9
288375	ENSRNOG00000040128	12	LOC288375	protein_coding	Cd209a
289930	ENSRNOG00000070732	15	LOC289930	protein_coding	RGD1563739
259171	ENSRNOG00000015980	17	Snm1l	protein_coding	Dclre1c
	ENSRNOG00000065314	2		protein_coding	
290657	ENSRNOG00000020088	16	LOC290657	protein_coding	Klhl26
290657	ENSRNOG00000020088	16	RGD1312034	protein_coding	Klhl26
360682	ENSRNOG00000036662	10	LOC360682	protein_coding	Wdr45b
360682	ENSRNOG00000036662	10	RGD1305141	protein_coding	Wdr45b
360682	ENSRNOG00000036662	10	WDR45L	protein_coding	Wdr45b
360682	ENSRNOG00000036662	10	WIPI-3	protein_coding	Wdr45b
364302	ENSRNOG00000042612	15	LOC364302	protein_coding	Rnase12
364302	ENSRNOG00000042612	15	Rai1	protein_coding	Rnase12
364302	ENSRNOG00000042612	15	RGD1307829	protein_coding	Rnase12
313785	ENSRNOG00000020694	8	LOC313785	protein_coding	Icam5
294251	ENSRNOG00000000854	20	1C7	protein_coding	Ncr3
294251	ENSRNOG00000000854	20	NK-p30	protein_coding	Ncr3
294251	ENSRNOG00000000854	20	Nkp30	protein_coding	Ncr3
291580	ENSRNOG00000022429	18	LOC291580	protein_coding	Minar2
291580	ENSRNOG00000022429	18	RGD1312005	protein_coding	Minar2
	ENSRNOG00000063788	17		protein_coding	
171406	ENSRNOG00000024843	17	Ghd9	protein_coding	Prl8a9
171406	ENSRNOG00000024843	17	PLP C-beta	protein_coding	Prl8a9
171406	ENSRNOG00000024843	17	PLP-C2	protein_coding	Prl8a9
171406	ENSRNOG00000024843	17	Plpcbeta	protein_coding	Prl8a9
171406	ENSRNOG00000024843	17	Prlpc2	protein_coding	Prl8a9
29213	ENSRNOG00000047505	9	Tubb4	protein_coding	Tubb4a
	ENSRNOG00000067052	X		lncRNA	
108353033	ENSRNOG00000068233	15		protein_coding	
79129	ENSRNOG00000013014	19	p22-phox	protein_coding	Cyba
79129	ENSRNOG00000013014	19	Phox	protein_coding	Cyba
29384	ENSRNOG00000011523	17	H2A.y	protein_coding	Macroh2a1
29384	ENSRNOG00000011523	17	H2A/y	protein_coding	Macroh2a1
29384	ENSRNOG00000011523	17	H2afy	protein_coding	Macroh2a1
29384	ENSRNOG00000011523	17	MGC105515	protein_coding	Macroh2a1
29384	ENSRNOG00000011523	17	mH2A1	protein_coding	Macroh2a1
102554937	ENSRNOG00000068802	X		protein_coding	
	ENSRNOG00000069773	20		protein_coding	
108348771	ENSRNOG00000039471	18	LOC108348771	protein_coding	Pcdhb16l
303505	ENSRNOG00000021536	10	Arl12	protein_coding	Plxdc1
303505	ENSRNOG00000021536	10	LOC303505	protein_coding	Plxdc1
303505	ENSRNOG00000021536	10	Tem7	protein_coding	Plxdc1
	ENSRNOG00000064051	X		lncRNA	
405123	ENSRNOG00000068357	15		protein_coding	Olr1638
445415	ENSRNOG00000010105	2	LOC295195	protein_coding	S100a11
317252	ENSRNOG00000003208	X	LOC317252	protein_coding	Ercc6l
317252	ENSRNOG00000003208	X	RGD1565734	protein_coding	Ercc6l
360792	ENSRNOG00000023366	12	Dusp24	protein_coding	Styxl1
360792	ENSRNOG00000023366	12	LOC360792	protein_coding	Styxl1
360792	ENSRNOG00000023366	12	MGC112640	protein_coding	Styxl1
360792	ENSRNOG00000023366	12	RGD1305845	protein_coding	Styxl1
362836	ENSRNOG00000031387	7	LOC362836	protein_coding	Dazap1
362836	ENSRNOG00000031387	7	MGC114376	protein_coding	Dazap1
81825	ENSRNOG00000031387	7	LOC362836	protein_coding	Dazap1
81825	ENSRNOG00000031387	7	MGC114376	protein_coding	Dazap1
100360795	ENSRNOG00000012340	5	LOC100360795	protein_coding	Tmco2
79223	ENSRNOG00000034116	X		protein_coding	Gk
266998	ENSRNOG00000014870	10	Nact	protein_coding	Slc13a5
100910341	ENSRNOG00000070440	15		protein_coding	
291921	ENSRNOG00000015121	19	LOC291921	protein_coding	N4bp1
291921	ENSRNOG00000015121	19	RGD1305179	protein_coding	N4bp1
312936	ENSRNOG00000027357	5	LOC312936	protein_coding	Sox17
113960	ENSRNOG00000009675	6		protein_coding	Cdc42bpb
300950	ENSRNOG00000012862	8	LOC300950	protein_coding	Spsb4
300950	ENSRNOG00000012862	8	RGD1562307	protein_coding	Spsb4
	ENSRNOG00000061692	X		lncRNA	AABR07040797.1
288596	ENSRNOG00000022483	12	MGC93065	protein_coding	Trim50
304832	ENSRNOG00000003258	13	Hrpt2	protein_coding	Cdc73
304832	ENSRNOG00000003258	13	LOC304832	protein_coding	Cdc73
	ENSRNOG00000039470	18		protein_coding	AC131360.1
100362676	ENSRNOG00000025868	15	LOC100362676	protein_coding	Klhl33
	ENSRNOG00000065686	8		protein_coding	
317170	ENSRNOG00000004150	X	Nhe7	protein_coding	Slc9a7
29633	ENSRNOG00000019014	18	HSNST 1	protein_coding	Ndst1
29633	ENSRNOG00000019014	18	Hsst	protein_coding	Ndst1
29633	ENSRNOG00000019014	18	N-HSST 1	protein_coding	Ndst1
29633	ENSRNOG00000019014	18	NDST-1	protein_coding	Ndst1
266711	ENSRNOG00000011826	16	Psdzip70	protein_coding	Lzts1
100361460	ENSRNOG00000032329	10		protein_coding	AABR07029269.1
360677	ENSRNOG00000036691	10	Fam195b	protein_coding	Mcrip1
360677	ENSRNOG00000036691	10	LOC360677	protein_coding	Mcrip1
360677	ENSRNOG00000036691	10	RGD1311925	protein_coding	Mcrip1
291961	ENSRNOG00000015641	19	Exoc3l	pseudogene	Exoc3l1
291961	ENSRNOG00000015641	19	LOC291961	pseudogene	Exoc3l1
291961	ENSRNOG00000015641	19	RGD1311132	pseudogene	Exoc3l1
29704	ENSRNOG00000054603	20	sdpI	protein_coding	Pacsin1
	ENSRNOG00000033030	15		protein_coding	AABR07072440.1
309280	ENSRNOG00000060464	X	Plxn4	protein_coding	Plxna3
309280	ENSRNOG00000060464	X	Plxna3_mapped	protein_coding	Plxna3
309280	ENSRNOG00000060464	X	SEX	protein_coding	Plxna3
360900	ENSRNOG00000005565	13	LOC360900	protein_coding	Traf3ip3
360900	ENSRNOG00000005565	13	MGC108851	protein_coding	Traf3ip3
360900	ENSRNOG00000005565	13	RGD1304848	protein_coding	Traf3ip3
25318	ENSRNOG00000014462	16	PFAS	protein_coding	Fnta
301345	ENSRNOG00000016032	9	LOC301345	protein_coding	Cnnm3
	ENSRNOG00000022251	X		pseudogene	AABR07039336.3
50693	ENSRNOG00000017689	16	PAIHC3	protein_coding	Itih3
306622	ENSRNOG00000042114	16	LOC306622	protein_coding	Erich1
306622	ENSRNOG00000042114	16	RGD1559872	protein_coding	Erich1
498198	ENSRNOG00000000978	12		protein_coding	AABR07035374.1
301114	ENSRNOG00000048853	9	LOC301114	protein_coding	Slc25a41
301114	ENSRNOG00000048853	9	SCaMC-3L	protein_coding	Slc25a41
288518	ENSRNOG00000001293	12	Cee	protein_coding	Get4
288518	ENSRNOG00000001293	12	LOC288518	protein_coding	Get4
288518	ENSRNOG00000001293	12	RGD1311660	protein_coding	Get4
313308	ENSRNOG00000007315	X		protein_coding	Thoc2
	ENSRNOG00000069722	X		lncRNA	
690544	ENSRNOG00000066223	10	LOC690544	protein_coding	Cby3
	ENSRNOG00000064920	8		protein_coding	
	ENSRNOG00000031251	15		protein_coding	
501059	ENSRNOG00000020891	8	LOC501059	protein_coding	Kif9
501059	ENSRNOG00000020891	8	RGD1565187	protein_coding	Kif9
	ENSRNOG00000063392	X		lncRNA	
298518	ENSRNOG00000008759	5	LOC298518	protein_coding	Csf3r
307309	ENSRNOG00000018254	18	LOC307309	protein_coding	Sncaip
307309	ENSRNOG00000018254	18	Syph1	protein_coding	Sncaip
100364265	ENSRNOG00000012088	5		protein_coding	
294436	ENSRNOG00000000587	20	Bxdc1	protein_coding	Rpf2
294436	ENSRNOG00000000587	20	LOC294436	protein_coding	Rpf2
307526	ENSRNOG00000016250	18	LOC307526	protein_coding	Ammecr1l
307526	ENSRNOG00000016250	18	MGC188040	protein_coding	Ammecr1l
307526	ENSRNOG00000016250	18	RGD1307915	protein_coding	Ammecr1l
304530	ENSRNOG00000001138	12	JIK	protein_coding	Taok3
	ENSRNOG00000063610	X		lncRNA	
25405	ENSRNOG00000003256	10	Ccng	protein_coding	Ccng1
25405	ENSRNOG00000003256	10	CYCG	protein_coding	Ccng1
25405	ENSRNOG00000003256	10	MGC93642	protein_coding	Ccng1
287881	ENSRNOG00000036690	10	Dysfip1	protein_coding	Ppp1r27
287881	ENSRNOG00000036690	10	LOC287881	protein_coding	Ppp1r27
287881	ENSRNOG00000036690	10	RGD1308861	protein_coding	Ppp1r27
290029	ENSRNOG00000009982	15	Np	protein_coding	Pnp
290029	ENSRNOG00000009982	15	Np_mapped	protein_coding	Pnp
501797	ENSRNOG00000028803	12	LOC501797	protein_coding	Cd209e
501797	ENSRNOG00000028803	12	RGD1563333	protein_coding	Cd209e
103693375	ENSRNOG00000029267	15		protein_coding	Rpl39
25347	ENSRNOG00000029267	15		protein_coding	Rpl39
304017	ENSRNOG00000001640	11	MGC112570	protein_coding	Tomm70
304017	ENSRNOG00000001640	11	TOM70	protein_coding	Tomm70
304017	ENSRNOG00000001640	11	Tomm70a	protein_coding	Tomm70
289280	ENSRNOG00000042201	13	LOC289280	protein_coding	Efcab2
289280	ENSRNOG00000042201	13	RGD1308593	protein_coding	Efcab2
363069	ENSRNOG00000018711	8		protein_coding	Ppcdc
291944	ENSRNOG00000012342	19	LOC291944	protein_coding	Ttc29
102554851	ENSRNOG00000069564	X	Lnc016	lncRNA	Sertm2
102554851	ENSRNOG00000069564	X	lncSN016	lncRNA	Sertm2
288597	ENSRNOG00000001451	12	FKBP-36	protein_coding	Fkbp6
58954	ENSRNOG00000016885	17	Aa1017	protein_coding	Klf6
58954	ENSRNOG00000016885	17	CPBP	protein_coding	Klf6
58954	ENSRNOG00000016885	17	Zf9	protein_coding	Klf6
	ENSRNOG00000051066	15		processed_pseudogene	AABR07035368.1
363487	ENSRNOG00000002323	X	LOC363487	protein_coding	RGD1566265
290370	ENSRNOG00000009063	15	Dnajd1	protein_coding	Dnajc15
290370	ENSRNOG00000009063	15	LOC290370	protein_coding	Dnajc15
	ENSRNOG00000068588	X		protein_coding	
686081	ENSRNOG00000003251	13	LOC686081	protein_coding	B3galt2
	ENSRNOG00000040050	11		pseudogene	AABR07033590.1
100360427	ENSRNOG00000015708	19	LOC100360427	protein_coding	E2f4
100360427	ENSRNOG00000015708	19	LOC307794	protein_coding	E2f4
287731	ENSRNOG00000020894	10	LOC287731	protein_coding	Lsm12
287731	ENSRNOG00000020894	10	RGD1309441	protein_coding	Lsm12
81726	ENSRNOG00000013376	19	Mvpd	protein_coding	Mvd
361375	ENSRNOG00000015459	19	LOC361375	protein_coding	Heatr3
361375	ENSRNOG00000015459	19	RGD1308267	protein_coding	Heatr3
303729	ENSRNOG00000047026	10	E-NPP 7	pseudogene	Enpp7
303729	ENSRNOG00000047026	10	E-NPP7	pseudogene	Enpp7
303729	ENSRNOG00000047026	10	LOC303729	pseudogene	Enpp7
303729	ENSRNOG00000047026	10	NPP-7	pseudogene	Enpp7
290626	ENSRNOG00000052038	16	LOC290626	protein_coding	Haus8
290626	ENSRNOG00000052038	16	MGC108884	protein_coding	Haus8
290626	ENSRNOG00000052038	16	Ny-sar-48	protein_coding	Haus8
290626	ENSRNOG00000052038	16	RGD1311565	protein_coding	Haus8
	ENSRNOG00000063800	15		processed_pseudogene	
361268	ENSRNOG00000017967	17	LOC361268	protein_coding	Asb13
306549	ENSRNOG00000014628	16	LOC306549	protein_coding	Pomk
306549	ENSRNOG00000014628	16	MGC114531	protein_coding	Pomk
306549	ENSRNOG00000014628	16	RGD1310810	protein_coding	Pomk
306549	ENSRNOG00000014628	16	Sgk196	protein_coding	Pomk
497881	ENSRNOG00000004976	10	LOC497881	protein_coding	Tlx3
497881	ENSRNOG00000004976	10	RGD1564190	protein_coding	Tlx3
287287	ENSRNOG00000007624	10	BSF-1	protein_coding	Il4
287287	ENSRNOG00000007624	10	IL-4	protein_coding	Il4
287287	ENSRNOG00000007624	10	Il4e12	protein_coding	Il4
288257	ENSRNOG00000002012	11	LOC288257	protein_coding	Donson
288257	ENSRNOG00000002012	11	MGC94546	protein_coding	Donson
302302	ENSRNOG00000004258	X	C6ST-2	protein_coding	Chst7
302302	ENSRNOG00000004258	X	Gn6st-4	protein_coding	Chst7
302302	ENSRNOG00000004258	X	GST-5	protein_coding	Chst7
302302	ENSRNOG00000004258	X	MGC124926	protein_coding	Chst7
	ENSRNOG00000068854	X		lncRNA	
	ENSRNOG00000065956	15		processed_pseudogene	
24624	ENSRNOG00000015869	8	MGC93516	protein_coding	Pccb
29284	ENSRNOG00000018774	18		protein_coding	Rps14
288591	ENSRNOG00000001441	12	LOC288591	protein_coding	Tmem120a
288591	ENSRNOG00000001441	12	RGD1311474	protein_coding	Tmem120a
288591	ENSRNOG00000001441	12	Tmpit	protein_coding	Tmem120a
100361166	ENSRNOG00000056369	13	LOC100361166	protein_coding	Rgs21
100361166	ENSRNOG00000056369	13	LOC102551739	protein_coding	Rgs21
	ENSRNOG00000040151	5		protein_coding	Sdr16c6
361954	ENSRNOG00000012427	2	LOC361954	protein_coding	Veph1
361954	ENSRNOG00000012427	2	RGD1308217	protein_coding	Veph1
498741	ENSRNOG00000027125	17	LOC498741	protein_coding	Mboat1
498741	ENSRNOG00000027125	17	MGC189233	protein_coding	Mboat1
498741	ENSRNOG00000027125	17	RGD1565521	protein_coding	Mboat1
498741	ENSRNOG00000027125	17	RGD1565561	protein_coding	Mboat1
	ENSRNOG00000071051	X		lncRNA	
363483	ENSRNOG00000068646	X	Dmrtc1c	protein_coding	Dmrtc1c1
363483	ENSRNOG00000068646	X	Dmrtc1c2	protein_coding	Dmrtc1c1
	ENSRNOG00000062373	10		pseudogene	
	ENSRNOG00000066653	15		processed_pseudogene	
301334	ENSRNOG00000014035	9	LOC301334	protein_coding	Arhgef4
360596	ENSRNOG00000025338	10	LOC360596	protein_coding	Msi2
360596	ENSRNOG00000025338	10	RGD1560397	protein_coding	Msi2
58935	ENSRNOG00000018233	16	GAS-6	protein_coding	Gas6
58935	ENSRNOG00000018233	16	GPF	protein_coding	Gas6
	ENSRNOG00000067826	X		pseudogene	
288175	ENSRNOG00000001644	11	LOC288175	protein_coding	Tmem30c
288175	ENSRNOG00000001644	11	RGD1306090	protein_coding	Tmem30c
25101	ENSRNOG00000013829	8		protein_coding	Chrna3
	ENSRNOG00000070072	15		processed_pseudogene	
116553	ENSRNOG00000007652	10	IL-13	protein_coding	Il13
363856	ENSRNOG00000001017	12	Cd209d	protein_coding	Cd209
363856	ENSRNOG00000001017	12	Clec4m	protein_coding	Cd209
363856	ENSRNOG00000001017	12	Dc-signr	protein_coding	Cd209
363856	ENSRNOG00000001017	12	LOC363856	protein_coding	Cd209
363856	ENSRNOG00000001017	12	RGD1561104	protein_coding	Cd209
499422	ENSRNOG00000001242	20	LOC499422	protein_coding	Gstt3
499422	ENSRNOG00000001242	20	RGD1562732	protein_coding	Gstt3
304860	ENSRNOG00000002775	13	LOC304860	protein_coding	Npl
	ENSRNOG00000033993	17		protein_coding	
498154	ENSRNOG00000001289	12		protein_coding	
313592	ENSRNOG00000010841	5	LOC313592	protein_coding	Col8a2
313782	ENSRNOG00000064355	8	LOC313782	protein_coding	Fbxl12
313782	ENSRNOG00000064355	8	MGC112648	protein_coding	Fbxl12
81721	ENSRNOG00000012283	16		protein_coding	Chrna6
	ENSRNOG00000062868	15		processed_pseudogene	
360748	ENSRNOG00000025028	11	LOC360748	protein_coding	Prkdc
360748	ENSRNOG00000025028	11	MGC189093	protein_coding	Prkdc
292022	ENSRNOG00000018033	19	Ddx19	protein_coding	Ddx19a
292022	ENSRNOG00000018033	19	Zd10A	protein_coding	Ddx19a
292022	ENSRNOG00000018033	19	ZD10B	protein_coding	Ddx19a
287191	ENSRNOG00000007739	10	argRS	protein_coding	Rars1
287191	ENSRNOG00000007739	10	LOC287191	protein_coding	Rars1
287191	ENSRNOG00000007739	10	Rars	protein_coding	Rars1
316136	ENSRNOG00000046128	9		protein_coding	Gpr108
289388	ENSRNOG00000006019	13	LOC289388	protein_coding	G0s2
498246	ENSRNOG00000003888	13	LOC498246	protein_coding	Rgs13
498246	ENSRNOG00000003888	13	RGD1562103	protein_coding	Rgs13
502939	ENSRNOG00000067216	5	LOC502939	protein_coding	Sdr16c6
502939	ENSRNOG00000067216	5	RGD1562060	protein_coding	Sdr16c6
25257	ENSRNOG00000024577	7	GMT	protein_coding	Gamt
360695	ENSRNOG00000002072	11	Fam176c	protein_coding	Eva1c
360695	ENSRNOG00000002072	11	LOC360695	protein_coding	Eva1c
360695	ENSRNOG00000002072	11	RGD1307569	protein_coding	Eva1c
498299	ENSRNOG00000003263	13	LOC498299	protein_coding	Lefty1
498299	ENSRNOG00000003263	13	RGD1561867	protein_coding	Lefty1
	ENSRNOG00000065038	15		processed_pseudogene	
363522	ENSRNOG00000055641	X	LOC363522	protein_coding	Dnase1l1
301062	ENSRNOG00000014801	8	Endogl1	protein_coding	Exog
301062	ENSRNOG00000014801	8	LOC301062	protein_coding	Exog
353303	ENSRNOG00000003349	10	LOC100910384	protein_coding	Col23a1
291963	ENSRNOG00000015974	19	Hspc171	protein_coding	Tmem208
291963	ENSRNOG00000015974	19	LOC291963	protein_coding	Tmem208
291963	ENSRNOG00000015974	19	RGD1560953	protein_coding	Tmem208
304798	ENSRNOG00000009696	13	LOC304798	protein_coding	Mdm4
313589	ENSRNOG00000009656	5	LOC313589	protein_coding	Rspo1
313589	ENSRNOG00000009656	5	RGD1565558	protein_coding	Rspo1
	ENSRNOG00000062313	15		processed_pseudogene	
	ENSRNOG00000071143	X		pseudogene	
368190	ENSRNOG00000031721	12	LOC368190	protein_coding	Dnajc30
368190	ENSRNOG00000031721	12	Wbscr18	protein_coding	Dnajc30
364081	ENSRNOG00000005082	13	LOC364081	protein_coding	Irf6
	ENSRNOG00000065605	Y		protein_coding	
299305	ENSRNOG00000039837	X	LOC299305	protein_coding	Jade3
299305	ENSRNOG00000039837	X	RGD1563945	protein_coding	Jade3
692004	ENSRNOG00000043061	15	LOC692004	protein_coding	Siah3
	ENSRNOG00000062503	15		lncRNA	
25343	ENSRNOG00000002517	13	33DPTP	protein_coding	Pdc
25343	ENSRNOG00000002517	13	MEKA	protein_coding	Pdc
25343	ENSRNOG00000002517	13	PHD	protein_coding	Pdc
25343	ENSRNOG00000002517	13	RPR-1	protein_coding	Pdc
25343	ENSRNOG00000002517	13	Rpr1	protein_coding	Pdc
690188	ENSRNOG00000023467	9	LOC690188	protein_coding	Fam168b
690188	ENSRNOG00000023467	9	mani	protein_coding	Fam168b
	ENSRNOG00000066543	10		protein_coding	
290637	ENSRNOG00000023317	16	Glt25d1	protein_coding	Colgalt1
290637	ENSRNOG00000023317	16	LOC290637	protein_coding	Colgalt1
290637	ENSRNOG00000023317	16	RGD1309002	protein_coding	Colgalt1
	ENSRNOG00000068583	19		pseudogene	
81657	ENSRNOG00000000774	20	GABA-B-R1	protein_coding	Gabbr1
81657	ENSRNOG00000000774	20	GABA-BR1	protein_coding	Gabbr1
81657	ENSRNOG00000000774	20	GABABR1	protein_coding	Gabbr1
81657	ENSRNOG00000000774	20	gb1	protein_coding	Gabbr1
29237	ENSRNOG00000008943	5	Enk	protein_coding	Penk
29237	ENSRNOG00000008943	5	MGC93514	protein_coding	Penk
29237	ENSRNOG00000008943	5	Penk-rs	protein_coding	Penk
29237	ENSRNOG00000008943	5	Penk1	protein_coding	Penk
29237	ENSRNOG00000008943	5	Penk2	protein_coding	Penk
289311	ENSRNOG00000003176	13	Mixl1	protein_coding	NEWGENE_1310011
307779	ENSRNOG00000062375	19	LOC307779	protein_coding	Rbmxl1
307779	ENSRNOG00000062375	19	Rbmx	protein_coding	Rbmxl1
307779	ENSRNOG00000062375	19	Rbmxrt	protein_coding	Rbmxl1
307779	ENSRNOG00000062375	19	Rbmxrtl	protein_coding	Rbmxl1
	ENSRNOG00000068647	15		lncRNA	
81639	ENSRNOG00000019183	10	12-LOX	protein_coding	Alox15
81639	ENSRNOG00000019183	10	12/15-LOX	protein_coding	Alox15
81639	ENSRNOG00000019183	10	15-LOX	protein_coding	Alox15
81639	ENSRNOG00000019183	10	Alox12	protein_coding	Alox15
81639	ENSRNOG00000019183	10	Alox12l	protein_coding	Alox15
302368	ENSRNOG00000023637	X		protein_coding	Tent5d
288691	ENSRNOG00000028630	12	LOC288691	protein_coding	Ksr2
288691	ENSRNOG00000028630	12	RGD1562674	protein_coding	Ksr2
360511	ENSRNOG00000007419	10	LOC360511	protein_coding	Pank3
291444	ENSRNOG00000016433	18	MGC124825	protein_coding	Prrc1
291444	ENSRNOG00000016433	18	Prcc1	protein_coding	Prrc1
361858	ENSRNOG00000000586	20	LOC361858	protein_coding	Gtf3c6
361858	ENSRNOG00000000586	20	RGD1307434	protein_coding	Gtf3c6
364712	ENSRNOG00000065643	17	LOC364712	protein_coding	Sox4
171104	ENSRNOG00000001287	12	Gper	protein_coding	Gper1
171104	ENSRNOG00000001287	12	Gpr30	protein_coding	Gper1
171104	ENSRNOG00000001287	12	GPR41	protein_coding	Gper1
171104	ENSRNOG00000001287	12	mER	protein_coding	Gper1
102555994	ENSRNOG00000060462	X		protein_coding	AABR07039206.1
245919	ENSRNOG00000001622	11	Pg10.2	protein_coding	Impg2
171131	ENSRNOG00000012448	16		protein_coding	Chrnb3
	ENSRNOG00000059922	15	AABR07019442.2	lncRNA	AABR07019442.1
	ENSRNOG00000059863	13		protein_coding	AABR07022168.1
102551518	ENSRNOG00000062645	9		protein_coding	
	ENSRNOG00000062441	17		protein_coding	
80722	ENSRNOG00000071073	10		protein_coding	Sost
313581	ENSRNOG00000007174	5	Cgi-94	protein_coding	Utp11
313581	ENSRNOG00000007174	5	Cgi94	protein_coding	Utp11
313581	ENSRNOG00000007174	5	LOC313581	protein_coding	Utp11
313581	ENSRNOG00000007174	5	RGD1559610	protein_coding	Utp11
313581	ENSRNOG00000007174	5	Utp11l	protein_coding	Utp11
498547	ENSRNOG00000009471	15	LOC498547	protein_coding	Epsti1
498547	ENSRNOG00000009471	15	MGC108925	protein_coding	Epsti1
498547	ENSRNOG00000009471	15	RGD1563207	protein_coding	Epsti1
64523	ENSRNOG00000051706	15	p230	protein_coding	Tep1
64523	ENSRNOG00000051706	15	p240	protein_coding	Tep1
64523	ENSRNOG00000051706	15	rTLP1	protein_coding	Tep1
64523	ENSRNOG00000051706	15	Tlp1	protein_coding	Tep1
	ENSRNOG00000028202	X		protein_coding	AABR07038676.1
497899	ENSRNOG00000022555	10		protein_coding	BC049762
	ENSRNOG00000063225	X		protein_coding	
102546864	ENSRNOG00000022426	12		protein_coding	C130050O18Rik
307923	ENSRNOG00000028904	19	LOC307923	protein_coding	Vps9d1
307923	ENSRNOG00000028904	19	RGD1565149	protein_coding	Vps9d1
368084	ENSRNOG00000033700	12	LOC360830	protein_coding	Bud23
368084	ENSRNOG00000033700	12	LOC368084	protein_coding	Bud23
368084	ENSRNOG00000033700	12	Wbscr22	protein_coding	Bud23
364994	ENSRNOG00000019757	19	LOC364994	protein_coding	Dpep3
364994	ENSRNOG00000019757	19	MGC94276	protein_coding	Dpep3
362837	ENSRNOG00000024568	7	LOC362837	protein_coding	Ndufs7
362837	ENSRNOG00000024568	7	MGC105684	protein_coding	Ndufs7
315696	ENSRNOG00000017382	8	LOC315696	protein_coding	Snx33
315696	ENSRNOG00000017382	8	RGD1307898	protein_coding	Snx33
315696	ENSRNOG00000017382	8	Sh3px3	protein_coding	Snx33
	ENSRNOG00000068903	15		lncRNA	
25506	ENSRNOG00000036689	10	PDI	protein_coding	P4hb
25506	ENSRNOG00000036689	10	PDIR	protein_coding	P4hb
	ENSRNOG00000066448	X		lncRNA	
361269	ENSRNOG00000018011	17	Fam208b	protein_coding	Tasor2
361269	ENSRNOG00000018011	17	LOC361269	protein_coding	Tasor2
361269	ENSRNOG00000018011	17	RGD1564456	protein_coding	Tasor2
289264	ENSRNOG00000003616	13	LOC289264	protein_coding	Grem2
289264	ENSRNOG00000003616	13	RGD1560008	protein_coding	Grem2
287470	ENSRNOG00000012121	10	LOC287470	protein_coding	Sdf2
306771	ENSRNOG00000018122	17	Fbxo23	protein_coding	Tspan17
306771	ENSRNOG00000018122	17	GHB-R	protein_coding	Tspan17
306771	ENSRNOG00000018122	17	LOC306771	protein_coding	Tspan17
306771	ENSRNOG00000018122	17	MGC114479	protein_coding	Tspan17
58976	ENSRNOG00000004749	13	znT-1	protein_coding	Slc30a1
29441	ENSRNOG00000001442	12	CPR	protein_coding	Por
29441	ENSRNOG00000001442	12	P450R	protein_coding	Por
81778	ENSRNOG00000023226	2	P11	protein_coding	S100a10
289055	ENSRNOG00000012613	13	LOC289055	protein_coding	F13b
309659	ENSRNOG00000000536	20	ig6M	protein_coding	Mdga1
309659	ENSRNOG00000000536	20	LOC309659	protein_coding	Mdga1
120094604	ENSRNOG00000062772	9		protein_coding	
	ENSRNOG00000063033	15		lncRNA	
100529260	ENSRNOG00000030247	18	LOC100365872	protein_coding	Eif4ebp3
100365872	ENSRNOG00000030247	18	LOC100365872	protein_coding	Eif4ebp3
289125	ENSRNOG00000003550	13	LOC289125	protein_coding	Acbd6
	ENSRNOG00000062506	X		lncRNA	
289181	ENSRNOG00000003078	13	Iqwd1	protein_coding	Dcaf6
289181	ENSRNOG00000003078	13	LOC289181	protein_coding	Dcaf6
289181	ENSRNOG00000003078	13	RGD1561961	protein_coding	Dcaf6
288256	ENSRNOG00000028014	11	LOC288256	protein_coding	Cryzl1
